id	duration	bitrate	bitrate(video)	height	width	frame rate	frame rate(est.)	codec	category	url
nUlh-0CWHZc	304	432	302	352	262	29.97	0	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&itag=34&ip=86.50.94.176&key=yt1&factor=1.25&mt=1377888724&burst=40&expire=1377911990&fexp=921068%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&sver=3&id=9d4961fb40961d97&cp=U0hWTFlMT19OSkNONl9RRlNKOkI5UzBrYVd0YjIy&algorithm=throttle-factor&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ms=au&source=youtube&mv=m&upn=y0HyqTDxnIk&signature=3ED31AE929D152B34672A7BC3C4638D295F203B8.461B96CE1A83969E2446B0EFCDCD8DA1DC24B086&ratebypass=yes
nUlh-0CWHZc	304	358	260	352	262	29.97	29.97	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&itag=18&ip=86.50.94.176&key=yt1&fexp=921068%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ratebypass=yes&expire=1377911990&mt=1377888724&sver=3&id=9d4961fb40961d97&cp=U0hWTFlMT19OSkNONl9RRlNKOkI5UzBrYVd0YjIy&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ms=au&source=youtube&mv=m&upn=y0HyqTDxnIk&signature=293ADECA96266F20EE0DDC3629AD16643D2EE22D.32F061D0819A0EF432786F694BC6BD4764E2FE31
nUlh-0CWHZc	304	324	260	352	262	29.97	29.97	vp8	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&itag=43&ip=86.50.94.176&key=yt1&fexp=921068%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ratebypass=yes&expire=1377911990&mt=1377888724&sver=3&id=9d4961fb40961d97&cp=U0hWTFlMT19OSkNONl9RRlNKOkI5UzBrYVd0YjIy&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ms=au&source=youtube&mv=m&upn=y0HyqTDxnIk&signature=48E0DE622DDB2F1E19DE5A61AFE4A1697CD323DE.6481FC84169F961410503D7755B57417C03C04A1
nUlh-0CWHZc	304	338	272	322	240	29.97	29.97	flv1	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&itag=5&ip=86.50.94.176&key=yt1&factor=1.25&mt=1377888724&burst=40&expire=1377911990&fexp=921068%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&sver=3&id=9d4961fb40961d97&cp=U0hWTFlMT19OSkNONl9RRlNKOkI5UzBrYVd0YjIy&algorithm=throttle-factor&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ms=au&source=youtube&mv=m&upn=y0HyqTDxnIk&signature=7ED7DAB9E442F8D9EBD14945E8C47F994ED94BE0.97E385D9374DB66E681A1643AEA9BB4BCEF559FA&ratebypass=yes
nUlh-0CWHZc	304	82	56	176	144	12	12	mpeg4	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?ipbits=8&itag=17&ip=86.50.94.176&key=yt1&factor=1.25&mt=1377888724&burst=40&expire=1377911990&fexp=921068%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C906842%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&sver=3&id=9d4961fb40961d97&cp=U0hWTFlMT19OSkNONl9RRlNKOkI5UzBrYVd0YjIy&algorithm=throttle-factor&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&ms=au&source=youtube&mv=m&upn=y0HyqTDxnIk&signature=AE3523DFD2C0D50A2AD1F6E7BC8D20C014288370.97BE24C5DC21134F2779894B8CF6BACB00CDE64F&ratebypass=yes
vBWO-ydvmvc	323	1290	1180	800	480	29.97	0	h264	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=35&factor=1.25&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&burst=40&algorithm=throttle-factor&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ip=86.50.94.176&key=yt1&signature=6AB31B7A89A5E144D96E32DF933E66FDC21A2544.B13FAB06FBEE4EEB5528648DBA1DA08FFB834478&ratebypass=yes
vBWO-ydvmvc	323	1311	1180	800	480	29.97	0	vp8	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=44&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ratebypass=yes&ip=86.50.94.176&key=yt1&signature=45F322A115D6AA3F82BA7D5E00134B363FA36076.C8E0C9A452E15BC0E095011CCDC059CE5B6C0635
vBWO-ydvmvc	323	938	820	600	360	29.97	0	h264	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=34&factor=1.25&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&burst=40&algorithm=throttle-factor&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ip=86.50.94.176&key=yt1&signature=393D3B5B5FE1F74DA26526F72F938DBE7EE8A4F3.0F7888D68AB3240F94D5FF5DC5357FEAF309130A&ratebypass=yes
vBWO-ydvmvc	323	738	639	600	360	29.97	29.97	h264	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=18&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ratebypass=yes&ip=86.50.94.176&key=yt1&signature=7E70A22E13E9F54F8C9792113DFC41DC420C726D.8072C0ED7D14B4CBA84D37E1744F6517C1699940
vBWO-ydvmvc	323	961	639	600	360	29.97	29.97	vp8	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=43&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ratebypass=yes&ip=86.50.94.176&key=yt1&signature=C3FEF76D5CFB9C4035DBD6BD62D8FA0212653125.43076A9CA64C9F4764318A6478640D774FDB547E
vBWO-ydvmvc	323	390	325	400	240	29.97	29.97	flv1	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=5&factor=1.25&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&burst=40&algorithm=throttle-factor&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ip=86.50.94.176&key=yt1&signature=2863A52DF520AF7D935245F08D6AA4A693ED8889.81FDD730B59FEA17D9819D0E338DAB2F90CDCA27&ratebypass=yes
vBWO-ydvmvc	323	80	54	176	144	12	12	mpeg4	Entertainment	http://r3---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?expire=1377909474&sver=3&itag=17&factor=1.25&upn=w4uM9h050IU&id=bc158efb276f9af7&mv=m&mt=1377888724&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&cp=U0hWTFlLV19MTkNONl9RRUFFOjkxbVFNekhjZHpn&burst=40&algorithm=throttle-factor&fexp=902904%2C927905%2C904821%2C916611%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C929933%2C920302%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&source=youtube&ms=au&ipbits=8&ip=86.50.94.176&key=yt1&signature=7FF6D039B88798000025308A83C5A63B6F76EB2B.CDDB7FB5C24D5D5465EAADA34B4E05E25C565466&ratebypass=yes
1RoS-kGBnR8	171	584	511	568	320	30	0	h264	Comedy	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&source=youtube&mv=m&ipbits=8&ms=au&burst=40&fexp=900225%2C939108%2C916807%2C907226%2C916625%2C919515%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sver=3&cp=U0hWTFlMUF9MUUNONl9RRlRCOnZTN2RraXdLbl9q&id=d51a12fa41819d1f&mt=1377888724&expire=1377912177&key=yt1&algorithm=throttle-factor&ip=86.50.94.176&upn=e6qctFseFDA&factor=1.25&itag=34&signature=4EB6AC180BB3D7F3AEC259B1914549ADD3FE33EE.2BFF6192963274D822237895153D7679464F48A9&ratebypass=yes
1RoS-kGBnR8	171	572	497	568	320	30	30	h264	Comedy	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&source=youtube&mv=m&ipbits=8&ms=au&cp=U0hWTFlMUF9MUUNONl9RRlRCOnZTN2RraXdLbl9q&sver=3&id=d51a12fa41819d1f&mt=1377888724&expire=1377912177&key=yt1&ip=86.50.94.176&upn=e6qctFseFDA&fexp=900225%2C939108%2C916807%2C907226%2C916625%2C919515%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&ratebypass=yes&itag=18&signature=BC62562E4F6CABBD7E00DB937F1ACFCE59C8BE01.8BCE684A4BE3496957A9ED5026B2C7B709420469
1RoS-kGBnR8	171	711	497	568	320	30	30	vp8	Comedy	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&source=youtube&mv=m&ipbits=8&ms=au&cp=U0hWTFlMUF9MUUNONl9RRlRCOnZTN2RraXdLbl9q&sver=3&id=d51a12fa41819d1f&mt=1377888724&expire=1377912177&key=yt1&ip=86.50.94.176&upn=e6qctFseFDA&fexp=900225%2C939108%2C916807%2C907226%2C916625%2C919515%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&ratebypass=yes&itag=43&signature=C90349CBDFAC7351EB61A951C1F372D2C52EFEBD.B4AB2213898261EC6884E1EDD96E49E5A34A0F33
1RoS-kGBnR8	171	361	296	426	240	30	30	flv1	Comedy	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&source=youtube&mv=m&ipbits=8&ms=au&burst=40&fexp=900225%2C939108%2C916807%2C907226%2C916625%2C919515%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sver=3&cp=U0hWTFlMUF9MUUNONl9RRlRCOnZTN2RraXdLbl9q&id=d51a12fa41819d1f&mt=1377888724&expire=1377912177&key=yt1&algorithm=throttle-factor&ip=86.50.94.176&upn=e6qctFseFDA&factor=1.25&itag=5&signature=91D009C05D4B432C9788395CFE540D4869C68CA2.18B7488FC8799E90E4D596C24182AA718CBB1C31&ratebypass=yes
1RoS-kGBnR8	171	80	55	176	144	12	12	mpeg4	Comedy	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&source=youtube&mv=m&ipbits=8&ms=au&burst=40&fexp=900225%2C939108%2C916807%2C907226%2C916625%2C919515%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C906842%2C913428%2C937003%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C912714%2C906001&sver=3&cp=U0hWTFlMUF9MUUNONl9RRlRCOnZTN2RraXdLbl9q&id=d51a12fa41819d1f&mt=1377888724&expire=1377912177&key=yt1&algorithm=throttle-factor&ip=86.50.94.176&upn=e6qctFseFDA&factor=1.25&itag=17&signature=AF69512F1195F939B42F6529C49F03501F35C84E.B42EC9889234BC663AF1F6423B004C2DF607028B&ratebypass=yes
TCsX-lPnar0	102	483	354	600	480	25	0	h264	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ipbits=8&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&algorithm=throttle-factor&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&id=4c2b17fa53e76abd&ms=au&itag=35&expire=1377910892&mt=1377888724&burst=40&sver=3&signature=4762D748B30C54AE7200BAD387F0A64B1C827287.8AF6B264270A761502C41515F77EFF9F9596F28C&ratebypass=yes
TCsX-lPnar0	102	532	354	600	480	25	0	vp8	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&ratebypass=yes&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&ms=au&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&sver=3&itag=44&expire=1377910892&mt=1377888724&id=4c2b17fa53e76abd&signature=3EBC638D7BD36D98D2EDAAC97F44EC39F75257C7.15A64764BDA79E9FE1F73DB2A0C3E7B0AA7C8FDC
TCsX-lPnar0	102	434	304	450	360	25	0	h264	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ipbits=8&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&algorithm=throttle-factor&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&id=4c2b17fa53e76abd&ms=au&itag=34&expire=1377910892&mt=1377888724&burst=40&sver=3&signature=BE06158F5882B0BE75CA33C2BDA0286E8F9AEE7C.25D4A7182426ACE28281B05172BDF2AB232C7693&ratebypass=yes
TCsX-lPnar0	102	361	262	450	360	25	25	h264	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&ratebypass=yes&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&ms=au&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&sver=3&itag=18&expire=1377910892&mt=1377888724&id=4c2b17fa53e76abd&signature=1F0839B95B257522512F263BABD75D986CDB6848.06F4746B7D6605852921CBB229B10A9171F6C666
TCsX-lPnar0	102	384	262	450	360	25	25	vp8	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=cp%2Cid%2Cip%2Cipbits%2Citag%2Cratebypass%2Csource%2Cupn%2Cexpire&ipbits=8&ratebypass=yes&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&ms=au&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&sver=3&itag=43&expire=1377910892&mt=1377888724&id=4c2b17fa53e76abd&signature=2F6FE8335597AC6E46390402B0B65BE39F48F860.8E2544930E972D3AEE38D6931B1A8FAEE8C0B6AB
TCsX-lPnar0	102	306	239	300	240	25	25	flv1	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ipbits=8&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&algorithm=throttle-factor&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&id=4c2b17fa53e76abd&ms=au&itag=5&expire=1377910892&mt=1377888724&burst=40&sver=3&signature=D7922954F5D10063B882011B2C66AA3A8344D06D.868BCF913FAC1270B049CF1A33C97C52508C588D&ratebypass=yes
TCsX-lPnar0	102	81	55	176	144	12	12	mpeg4	News & Politics	http://r1---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?source=youtube&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&factor=1.25&ipbits=8&ip=86.50.94.176&key=yt1&upn=eYDRMuJ-3aY&algorithm=throttle-factor&fexp=901480%2C932240%2C932402%2C935011%2C916613%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C913428%2C919811%2C913563%2C904830%2C919373%2C930803%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&mv=m&cp=U0hWTFlMTl9OTENONl9RRlJJOkRqcDQ2Nkk0Y3ZH&id=4c2b17fa53e76abd&ms=au&itag=17&expire=1377910892&mt=1377888724&burst=40&sver=3&signature=141265623D9DF0F8C8EEE071149F412FF36DFA9F.8626B517E3A5288CD2F6DA3B1ACB4AC23637E045&ratebypass=yes
1rOz-vV3e7I	11	666	668	640	480	30	0	h264	People & Blogs	http://r2---sn-ovgq0oxu-5goe.c.youtube.com/videoplayback?algorithm=throttle-factor&burst=40&fexp=900064%2C929117%2C929121%2C929906%2C929907%2C929922%2C929127%2C929129%2C929131%2C929930%2C936403%2C925726%2C925720%2C925722%2C925718%2C929917%2C906945%2C929933%2C920302%2C927704%2C913428%2C920605%2C919811%2C913563%2C904830%2C919373%2C930803%2C908536%2C904122%2C938701%2C936308%2C909549%2C900816%2C912711%2C904494%2C904497%2C900375%2C906001&ipbits=8&cp=U0hWTFlMTl9JUUNONl9RRlJDOmIxN3otM3R0a1F2&expire=1377910247&source=youtube&ms=au&sparams=algorithm%2Cburst%2Ccp%2Cfactor%2Cid%2Cip%2Cipbits%2Citag%2Csource%2Cupn%2Cexpire&sver=3&itag=35&mt=1377888724&ip=86.50.94.176&id=d6b3b3faf5777bb2&key=yt1&factor=1.25&upn=9xEVmLuKTf4&mv=m&signature=9BFAF2833F2DF366036DD3B68F1BC4B0759FADBA.552D05CC5717120F93F50BFF52A60A7CBAC1F10C&ratebypass=yes
